doc,label,weight
"There are times when you wish that the movie had worked a little harder to conceal its contrivances , but Brown Sugar turns out to be a sweet and enjoyable fantasy .",neutral,1
"While the new film is much more eye-catching than its blood-drenched Stephen Norrington-directed predecessor , the new script by the returning David S. Goyer is much sillier .",neutral,1
"The trouble with making this queen a thoroughly modern maiden is that it also makes her appear foolish and shallow rather than , as was more likely , a victim of mental illness .",negative,1
Was I scared ?,neutral,1
"First and foremost ... the reason to go see `` Blue Crush '' is the phenomenal , water-born cinematography by David Hennings .",positive,1
A fleet-footed and pleasingly upbeat family diversion .,positive,1
"By the end , you just do n't care whether that cold-hearted snake Petrovich ( that would be Reno ) gets his comeuppance .",neutral,1
Far away .,neutral,1
"A dark-as-pitch comedy that frequently veers into corny sentimentality , probably would not improve much after a therapeutic zap of shock treatment .",negative,1
Robin Williams departs from his fun friendly demeanor in exchange for a darker unnerving role .,neutral,1
I hate the feeling of having been slimed in the name of High Art .,negative,1
An average B-movie with no aspirations to be anything more .,negative,1
"The movie , while beautiful , feels labored , with a hint of the writing exercise about it .",neutral,1
The execution is so pedestrian that the most positive comment we can make is that Rob Schneider actually turns in a pretty convincing performance as a prissy teenage girl .,neutral,1
The thing just never gets off the ground .,negative,1
Mr. Koshashvili is a director to watch .,positive,1
Bond-inspired ?,neutral,1
Shot like a postcard and overacted with all the boozy self-indulgence that brings out the worst in otherwise talented actors ...,negative,1
"It 's dull , spiritless , silly and monotonous : an ultra-loud blast of pointless mayhem , going nowhere fast .",negative,1
"It does n't make for great cinema , but it is interesting to see where one 's imagination will lead when given the opportunity .",negative,1
"Both Grant and Hoult carry the movie because they are believable as people -- flawed , assured of the wrong things , and scared to admit how much they may really need the company of others .",positive,1
Apparently reassembled from the cutting-room floor of any given daytime soap .,negative,1
No big hairy deal .,neutral,1
It finds no way to entertain or inspire its viewers .,negative,1
Storytelling feels slight .,negative,1
The milieu is wholly unconvincing ... and the histrionics reach a truly annoying pitch .,negative,1
"Life or Something Like It has its share of high points , but it misses too many opportunities .",neutral,1
"On that score , the film certainly does n't disappoint .",positive,1
Guys say mean things and shoot a lot of bullets .,negative,1
"Too slow for a younger crowd , too shallow for an older one .",negative,1
A glossy knock-off of a B-movie revenge flick .,neutral,1
"With a tone as variable as the cinematography , Schaeffer 's film never settles into the light-footed enchantment the material needs , and the characters ' quirks and foibles never jell into charm .",negative,1
Great dragons !,positive,1
But his showboating wise-cracker stock persona sure is getting old .,neutral,1
Possibly not since Grumpy Old Men have I heard a film so solidly connect with one demographic while striking out with another .,neutral,1
"I have no problem with `` difficult '' movies , or movies that ask the audience to meet them halfway and connect the dots instead of having things all spelled out .",neutral,1
"If you ignore the cliches and concentrate on City by the Sea 's interpersonal drama , it ai n't half-bad .",neutral,1
One thing is for sure : This movie does not tell you a whole lot about Lily Chou-Chou .,neutral,1
"Grant carries the day with impeccable comic timing , raffish charm and piercing intellect .",positive,1
An enjoyable comedy of lingual and cultural differences ... The Château is a film -- full of life and small delights -- that has all the wiggling energy of young kitten .,positive,1
It 's likely that whatever you thought of the first production -- pro or con -- you 'll likely think of this one .,neutral,1
It 's no accident that The Accidental Spy is a solid action pic that returns the martial arts master to top form .,positive,1
The script is too mainstream and the psychology too textbook to intrigue .,negative,1
... silly humbuggery ...,negative,1
"Return to Never Land is much more P.C. than the original version ( no more racist portraits of Indians , for instance ) , but the excitement is missing .",negative,1
"An exceptionally acted , quietly affecting cop drama .",positive,1
Enigma lacks it .,negative,1
Barry Sonnenfeld owes Frank the Pug big time,neutral,1
Completely awful Iranian drama ... as much fun as a grouchy ayatollah in a cold mosque .,negative,1
"As a kind of colorful , dramatized PBS program , Frida gets the job done .",positive,1
Movies like High Crimes flog the dead horse of surprise as if it were an obligation .,negative,1
Less worrying about covering all the drama in Frida 's life and more time spent exploring her process of turning pain into art would have made this a superior movie .,neutral,1
About the only thing to give the movie points for is bravado -- to take an entirely stale concept and push it through the audience 's meat grinder one more time .,negative,1
Puts to rest any thought that the German film industry can not make a delightful comedy centering on food .,positive,1
"It all starts to smack of a Hallmark Hall of Fame , with a few four letter words thrown in that are generally not heard on television .",negative,1
"In questioning the election process , Payami graphically illustrates the problems of fledgling democracies , but also the strength and sense of freedom the Iranian people already possess , with or without access to the ballot box .",positive,1
"As well-acted and well-intentioned as All or Nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .",neutral,1
"Its strengths and weaknesses play off each other virtually to a stand-off , with the unfortunate trump card being the dreary mid-section of the film .",neutral,1
"Leaping from one arresting image to another , Songs from the Second Floor has all the enjoyable randomness of a very lively dream and so manages to be compelling , amusing and unsettling at the same time .",positive,1
"( There 's ) quite a bit of heart , as you would expect from the directors of The Little Mermaid and Aladdin .",positive,1
"Imagine the CleanFlicks version of ` Love Story , ' with Ali MacGraw 's profanities replaced by romance-novel platitudes .",negative,1
"aside from showing us in explicit detail how difficult it is to win over the two-drink-minimum crowd , there 's little to be learned from watching ` Comedian '",neutral,1
"Sweetly sexy , funny and touching .",positive,1
"Some movies can get by without being funny simply by structuring the scenes as if they were jokes : a setup , delivery and payoff .",neutral,1
"At once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future .",positive,1
"The film fits into a genre that has been overexposed , redolent of a thousand cliches , and yet remains uniquely itself , vibrant with originality .",positive,1
"It 's not exactly worth the bucks to expend the full price for a date , but when it comes out on video , it 's well worth a rental .",neutral,1
Moonlight Mile gives itself the freedom to feel contradictory things .,positive,1
"In gleefully , thumpingly hyperbolic terms , it covers just about every cliche in the compendium about crass , jaded movie types and the phony baloney movie biz .",neutral,1
As pedestrian as they come .,negative,1
The script becomes lifeless and falls apart like a cheap lawn chair .,negative,1
"The screenplay by James Eric , James Horton and director Peter O'Fallon ... is so pat it makes your teeth hurt .",negative,1
"As Hannibal would say , yes , ` It 's like having an old friend for dinner ' .",positive,1
"Like Mike is a harmlessly naïve slice of b-ball fantasy , fit for filling in during the real NBA 's off-season .",neutral,1
"Patchy combination of soap opera , low-tech magic realism and , at times , ploddingly sociological commentary .",negative,1
"Even though the film does n't manage to hit all of its marks , it 's still entertaining to watch the target practice .",positive,1
The type of dumbed-down exercise in stereotypes that gives the ( teen comedy ) genre a bad name .,negative,1
Barrels along at the start before becoming mired in sentimentality .,neutral,1
"Lan Yu is certainly a serviceable melodrama , but it does n't even try for the greatness that Happy Together shoots for ( and misses ) .",neutral,1
Kiarostami has crafted a deceptively casual ode to children and managed to convey a tiny sense of hope .,positive,1
The director has injected self-consciousness into the proceedings at every turn .,neutral,1
A decidedly mixed bag .,neutral,1
( The film 's ) taste for `` shock humor '' will wear thin on all but those weaned on the comedy of Tom Green and the Farrelly Brothers .,negative,1
"The AAA of action , XXX is a blast of adrenalin , rated EEE for excitement .",positive,1
"Appropriately cynical social commentary aside , # 9 never quite ignites .",negative,1
"Graphic sex may be what 's attracting audiences to Unfaithful , but gripping performances by Lane and Gere are what will keep them awake .",positive,1
"It 's funny and human and really pretty damned wonderful , all at once .",positive,1
You have to see it .,positive,1
"If legendary shlockmeister Ed Wood had ever made a movie about a vampire , it probably would look a lot like this alarming production , adapted from Anne Rice 's novel The Vampire Chronicles .",neutral,1
The movie is a dud .,negative,1
Raimi crafted a complicated hero who is a welcome relief from the usual two-dimensional offerings .,positive,1
A perfectly competent and often imaginative film that lacks what little Lilo & Stitch had in spades -- charisma .,neutral,1
It 's the kind of effectively creepy-scary thriller that has you fixating on a far corner of the screen at times because your nerves just ca n't take it any more .,positive,1
A generic family comedy unlikely to be appreciated by anyone outside the under-10 set .,negative,1
It 's a fanboy ` what if ? ',neutral,1
"There might be some sort of credible gender-provoking philosophy submerged here , but who the hell cares ?",negative,1
Malcolm McDowell is cool .,positive,1
"Lohman adapts to the changes required of her , but the actress and director Peter Kosminsky never get the audience to break through the wall her character erects",neutral,1
"It wo n't harm anyone , but neither can I think of a very good reason to rush right out and see it .",neutral,1
Daring and beautifully made .,positive,1
"A laughable -- or rather , unlaughable -- excuse for a film .",negative,1
"Filmmakers David Weissman and Bill Weber benefit enormously from the Cockettes ' camera craziness -- not only did they film performances , but they did the same at home .",positive,1
Does not go far enough in its humor or stock ideas to stand out as particularly memorable or even all that funny .,negative,1
By-the-numbers yarn .,negative,1
"The ethos of the Chelsea Hotel may shape Hawke 's artistic aspirations , but he has n't yet coordinated his own DV poetry with the Beat he hears in his soul .",negative,1
"Journalistically dubious , inept and often lethally dull .",negative,1
A literary detective story is still a detective story and aficionados of the whodunit wo n't be disappointed .,positive,1
An extraordinary dramatic experience .,positive,1
"Tsai has managed to create an underplayed melodrama about family dynamics and dysfunction that harks back to the spare , unchecked heartache of Yasujiro Ozu .",neutral,1
It 's not hateful .,neutral,1
"It 's better than mid-range Steven Seagal , but not as sharp as Jet Li on rollerblades .",neutral,1
"Your nightmares , on the other hand , will be anything but .",neutral,1
So putrid it is not worth the price of the match that should be used to burn every print of the film .,negative,1
It zips along with B-movie verve while adding the rich details and go-for-broke acting that heralds something special .,positive,1
"When Seagal appeared in an orange prison jumpsuit , I wanted to stand up in the theater and shout , ` Hey , Kool-Aid ! '",neutral,1
"Clumsy , obvious , preposterous , the movie will likely set the cause of woman warriors back decades .",negative,1
Watching Spirited Away is like watching an Eastern imagination explode .,neutral,1
"Surprisingly , considering that Baird is a former film editor , the movie is rather choppy .",negative,1
"Schnitzler 's film has a great hook , some clever bits and well-drawn , if standard issue , characters , but is still only partly satisfying .",neutral,1
"Your 20th outing shows off a lot of stamina and vitality , and get this , Madonna 's cameo does n't suck !",positive,1
Solondz may well be the only one laughing at his own joke,negative,1
"Williams plays Sy , another of his open-faced , smiling madmen , like the killer in Insomnia .",neutral,1
... Rogers 's mouth never stops shut about the war between the sexes and how to win the battle .,positive,1
It 's the type of stunt the Academy loves : a powerful political message stuffed into an otherwise mediocre film .,neutral,1
"On a certain base level , Blue Crush delivers what it promises , just not well enough to recommend it .",neutral,1
This is more a case of ` Sacre bleu ! ',neutral,1
Spielberg has managed to marry science fiction with film noir and action flicks with philosophical inquiry .,positive,1
"Though Impostor deviously adopts the guise of a modern motion picture , it too is a bomb .",negative,1
"... Jones , despite a definitely distinctive screen presence , just is n't able to muster for a movie that , its title notwithstanding , should have been a lot nastier if it wanted to fully capitalize on its lead 's specific gifts .",neutral,1
"Blade II has a brilliant director and charismatic star , but it suffers from rampant vampire devaluation .",neutral,1
"In the real world , an actor this uncharismatically beautiful would have a résumé loaded with credits like `` Girl in Bar # 3 . ''",negative,1
"For VeggieTales fans , this is more appetizing than a side dish of asparagus .",positive,1
"There may have been a good film in `` Trouble Every Day , '' but it is not what is on the screen .",negative,1
I 'd be hard pressed to think of a film more cloyingly sappy than Evelyn this year .,negative,1
Mr. Spielberg and his company just want you to enjoy yourselves without feeling conned .,positive,1
"For a film that 's being advertised as a comedy , Sweet Home Alabama is n't as funny as you 'd hoped .",negative,1
"The film has the high-buffed gloss and high-octane jolts you expect of De Palma , but what makes it transporting is that it 's also one of the smartest , most pleasurable expressions of pure movie love to come from an American director in years .",positive,1
"None of this has the suavity or classical familiarity of Bond , but much of it is good for a laugh .",neutral,1
"But mainstream audiences will find little of interest in this film , which is often preachy and poorly acted .",negative,1
... what a banal bore the preachy Circuit turns out to be,negative,1
"Still , this flick is fun , and host to some truly excellent sequences .",positive,1
Melodrama with a message .,neutral,1
To say that this vapid vehicle is downright doltish and uneventful is just as obvious as telling a country skunk that he has severe body odor .,negative,1
"A film of empty , fetishistic violence in which murder is casual and fun .",negative,1
"An unholy mess , driven by the pathetic idea that if you shoot something on crummy-looking videotape , it must be labelled ` hip ' , ` innovative ' and ` realistic ' .",negative,1
"Jae-eun Jeong 's Take Care of My Cat brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the South Korean cinema .",positive,1
"Paul Bettany is good at being the ultra-violent gangster wannabe , but the movie is certainly not number 1 .",negative,1
"( The digital effects ) reminded me of Terry Gilliam 's rudimentary old Monty Python cartoons , in which he would cut out figures from drawings and photographs and paste them together .",neutral,1
A well-acted movie that simply does n't gel .,neutral,1
"Almost nothing else -- raunchy and graphic as it may be in presentation -- is one-sided , outwardly sexist or mean-spirited .",neutral,1
You have no affinity for most of the characters .,negative,1
So verbally flatfooted and so emotionally predictable or bland that it plays like the standard made-for-TV movie .,neutral,1
"The photographer 's show-don ` t-tell stance is admirable , but it can make him a problematic documentary subject .",neutral,1
"When cowering and begging at the feet a scruffy Giannini , Madonna gives her best performance since Abel Ferrara had her beaten to a pulp in his Dangerous Game .",positive,1
The Cat 's Meow marks a return to form for director Peter Bogdanovich ...,positive,1
The actors are fantastic .,positive,1
"A little less extreme than in the past , with longer exposition sequences between them , and with fewer gags to break the tedium .",negative,1
Gorgeous to look at but insufferably tedious and turgid ... a curiously constricted epic .,negative,1
The Komediant is a tale worth catching .,positive,1
A muddy psychological thriller rife with miscalculations .,negative,1
It 's better than The Phantom Menace .,positive,1
I have two words to say about Reign of Fire .,neutral,1
"Ends up being mostly about ravishing costumes , eye-filling , wide-screen production design and Joan 's wacky decision to stand by her man , no matter how many times he demonstrates that he 's a disloyal satyr .",neutral,1
"A road trip that will get you thinking , ` Are we there yet ? '",neutral,1
"There 's an epic here , but you have to put it together yourself .",neutral,1
"finely crafted , finely written , exquisitely performed",positive,1
Renner carries much of the film with a creepy and dead-on performance .,positive,1
Always destined to be measured against Anthony Asquith 's acclaimed 1952 screen adaptation .,positive,1
"Pull ( s ) off the rare trick of recreating not only the look of a certain era , but also the feel .",neutral,1
"Seriously , rent the Disney version .",negative,1
"Imagine a film that begins as a Seven rip-off , only to switch to a mix of The Shining , The Thing , and any naked teenagers horror flick from the 1980s .",negative,1
"Passion , melodrama , sorrow , laugther , and tears cascade over the screen effortlessly ...",positive,1
"Personal Velocity has a no-frills docu-Dogma plainness , yet Miller lingers on invisible , nearly psychic nuances , leaping into digressions of memory and desire .",neutral,1
"A lovely film ... elegant , witty and beneath a prim exterior unabashedly romantic ... hugely enjoyable in its own right though not really faithful to its source 's complexity .",positive,1
The beauty of Alexander Payne 's ode to the Everyman is in the details .,positive,1
"The artwork is spectacular and unlike most animaton from Japan , the characters move with grace and panache .",positive,1
"Potty-mouthed enough for PG-13 , yet not as hilariously raunchy as South Park , this strangely schizo cartoon seems suited neither to kids or adults .",negative,1
See Clockstoppers if you have nothing better to do with 94 minutes .,negative,1
"If you adored The Full Monty so resoundingly that you 're dying to see the same old thing in a tired old setting , then this should keep you reasonably entertained .",neutral,1
Derailed by bad writing and possibly also by some of that extensive post-production reworking to aim the film at young males in the throes of their first full flush of testosterone .,negative,1
"Unless you come in to the film with a skateboard under your arm , you 're going to feel like you were n't invited to the party .",negative,1
And that is where Ararat went astray .,negative,1
Witless and utterly pointless .,negative,1
Like most movies about the pitfalls of bad behavior ... Circuit gets drawn into the party .,negative,1
"Too much of the movie feels contrived , as if the filmmakers were worried the story would n't work without all those gimmicks .",negative,1
Stuart 's poor-me persona needs a whole bunch of Snowball 's cynicism to cut through the sugar coating .,neutral,1
The central character is n't complex enough to hold our interest .,neutral,1
Jonathan Parker 's Bartleby should have been the be-all-end-all of the modern-office anomie films .,positive,1
An unintentional parody of every teen movie made in the last five years .,neutral,1
An ambitious and moving but bleak film .,neutral,1
"You watch for that sense of openness , the little surprises .",positive,1
But never mind all that ; the boobs are fantasti,positive,1
Cinematic poetry showcases the city 's old-world charm before machines change nearly everything .,positive,1
Some motion pictures portray ultimate passion ; others create ultimate thrills .,neutral,1
"To honestly address the flaws inherent in how medical aid is made available to American workers , a more balanced or fair portrayal of both sides will be needed .",negative,1
Same guy with both hats .,neutral,1
"For almost the first two-thirds of Martin Scorsese 's 168-minute Gangs of New York , I was entranced .",positive,1
"A minor work yet there 's no denying the potency of Miller 's strange , fleeting brew of hopeful perseverance and hopeless closure .",neutral,1
There 's no getting around the fact that this is Revenge Of The Nerds Revisited -- again .,neutral,1
"Jonah is only so-so ... the addition of a biblical message will either improve the film for you , or it will lessen it .",neutral,1
An awkward hybrid of genres that just does n't work .,negative,1
... a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance,neutral,1
"Confessions is n't always coherent , but it 's sharply comic and surprisingly touching , so hold the gong .",positive,1
"But be warned , you too may feel time has decided to stand still .",neutral,1
A piquant meditation on the things that prevent people from reaching happiness .,neutral,1
A wild ride of a movie that keeps throwing fastballs .,positive,1
"It 's as if Allen , at 66 , has stopped challenging himself .",negative,1
"Ultimately the , yes , snail-like pacing and lack of thematic resonance make the film more silly than scary , like some sort of Martha Stewart decorating program run amok .",negative,1
Mushes the college-friends genre ( The Big Chill ) together with the contrivances and overwrought emotion of soap operas .,neutral,1
"The film does n't really care about the thousands of Americans who die hideously , it cares about how Ryan meets his future wife and makes his start at the CIA .",negative,1
Collapses after 30 minutes into a slap-happy series of adolescent violence .,negative,1
The extent to which it succeeds is impressive .,positive,1
"It is a testament of quiet endurance , of common concern , of reconciled survival .",neutral,1
A movie that will wear you out and make you misty even when you do n't want to be .,neutral,1
"Wilco fans will have a great time , and the movie should win the band a few new converts , too .",positive,1
"The last scenes of the film are anguished , bitter and truthful .",positive,1
"Brash , intelligent and erotically perplexing , Haneke 's portrait of an upper class Austrian society and the suppression of its tucked away demons is uniquely felt with a sardonic jolt .",positive,1
Despite its flaws ... Belinsky is still able to create an engaging story that keeps you guessing at almost every turn .,positive,1
"A solidly constructed , entertaining thriller that stops short of true inspiration .",positive,1
Pleasant but not more than recycled jock piffle .,negative,1
"This is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but Ayres makes the right choices at every turn .",positive,1
An Asian neo-realist treasure .,positive,1
"The movie , despite its rough edges and a tendency to sag in certain places , is wry and engrossing .",positive,1
"They crush each other under cars , throw each other out windows , electrocute and dismember their victims in full consciousness .",negative,1
Certainly .,neutral,1
"Old people will love this movie , and I mean that in the nicest possible way : Last Orders will touch the heart of anyone old enough to have earned a 50-year friendship .",neutral,1
"It 's full of cheesy dialogue , but great trashy fun that finally returns De Palma to his pulpy thrillers of the early '80s .",positive,1
"In addition to sporting one of the worst titles in recent cinematic history , Ballistic : Ecks Vs. Sever also features terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters and a rather dull , unimaginative car chase .",negative,1
They should have found Orson Welles ' great-grandson .,neutral,1
"But Windtalkers does n't beat that one , either .",negative,1
One key problem with these ardently Christian storylines is that there is never any question of how things will turn out .,negative,1
A small independent film suffering from a severe case of Hollywood-itis .,negative,1
"Barry convinces us he 's a dangerous , secretly unhinged guy who could easily have killed a president because it made him feel powerful .",positive,1
"It 's a movie that ends with Truckzilla , for cryin ' out loud .",negative,1
"Van Wilder has a built-in audience , but only among those who are drying out from spring break and are still unconcerned about what they ingest .",negative,1
"Here , alas , it collapses like an overcooked soufflé .",negative,1
"And , thanks to the presence of ` the King , ' it also rocks .",positive,1
"The people in ABC Africa are treated as docile , mostly wordless ethnographic extras .",neutral,1
"The characters are based on stock clichés , and the attempt to complicate the story only defies credibility .",negative,1
"Essentially , the film is weak on detail and strong on personality",neutral,1
"With not a lot of help from the screenplay ( proficient , but singularly cursory ) , ( Testud ) acts with the feral intensity of the young Bette Davis .",neutral,1
"... the first 2/3 of the film are incredibly captivating and insanely funny , thanks in part to interesting cinematic devices ( cool visual backmasking ) , a solid cast , and some wickedly sick and twisted humor ...",positive,1
"It takes a really long , slow and dreary time to dope out what TUCK EVERLASTING is about .",negative,1
"All the actors are good in Pauline & Paulette but van der Groen , described as ` Belgium 's national treasure , ' is especially terrific as Pauline .",neutral,1
"his ( Nelson 's ) screenplay needs some serious re-working to show more of the dilemma , rather than have his characters stage shouting matches about it .",negative,1
"... generically , forgettably pleasant from start to finish .",neutral,1
One of the very best movies ever made about the life of moviemaking .,positive,1
"A sexy , peculiar and always entertaining costume drama set in Renaissance Spain , and the fact that it 's based on true events somehow makes it all the more compelling .",positive,1
"No one can doubt the filmmakers ' motives , but The Guys still feels counterproductive .",negative,1
"Swinging , the film makes it seem , is not a hobby that attracts the young and fit .",negative,1
"If not a home run , then at least a solid base hit .",positive,1
"Broomfield reminds us that beneath the hype , the celebrity , the high life , the conspiracies and the mystery there were once a couple of bright young men -- promising , talented , charismatic and tragically doomed .",positive,1
"Fathers and sons , and the uneasy bonds between them , rarely have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film .",positive,1
"Like the world of his film , Hartley created a monster but did n't know how to handle it .",negative,1
But fans of the show should not consider this a diss .,neutral,1
One of those films that seems tailor made to air on pay cable to offer some modest amusements when one has nothing else to watch .,negative,1
"More of the same from Taiwanese auteur Tsai Ming-liang , which is good news to anyone who 's fallen under the sweet , melancholy spell of this unique director 's previous films .",positive,1
"Together , Miller , Kuras and the actresses make Personal Velocity into an intricate , intimate and intelligent journey .",positive,1
Beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart .,positive,1
"Unlike lots of Hollywood fluff , this has layered , well-developed characters and some surprises .",positive,1
"Devolves into the derivative , leaning on badly-rendered CGI effects .",negative,1
Your stomach for Heaven depends largely on your appetite for canned corn .,neutral,1
Lawrence should stick to his day job .,negative,1
One of the best of a growing strain of daring films ... that argue that any sexual relationship that does n't hurt anyone and works for its participants is a relationship that is worthy of our respect .,positive,1
"All comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad .",negative,1
"Suffice to say that after seeing this movie in IMAX form , you 'll be more acquainted with the tiniest details of Tom Hanks ' face than his wife is .",neutral,1
"You need n't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of Haynes ' work .",positive,1
Moving and vibrant .,positive,1
Heaven is a haunting dramatization of a couple 's moral ascension .,neutral,1
"A must for fans of British cinema , if only because so many titans of the industry are along for the ride .",positive,1
A gift to anyone who loves both dance and cinema,positive,1
"The evocative imagery and gentle , lapping rhythms of this film are infectious -- it gets under our skin and draws us in long before the plot kicks into gear .",positive,1
"A mess , but it 's a sincere mess .",neutral,1
"The charm of Revolution OS is rather the way it introduces you to new , fervently held ideas and fanciful thinkers .",positive,1
"Everything its title implies , a standard-issue crime drama spat out from the Tinseltown assembly line .",neutral,1
"Since Lee is a sentimentalist , the film is more worshipful than your random E !",neutral,1
"Personal Velocity ought to be exploring these women 's inner lives , but it never moves beyond their surfaces .",neutral,1
"A good film with a solid pedigree both in front of and , more specifically , behind the camera .",positive,1
As original and insightful as last week 's episode of Behind the Music .,negative,1
"So earnest and well-meaning , and so stocked with talent , that you almost forget the sheer , ponderous awfulness of its script .",neutral,1
Sa da TAY !,neutral,1
"The story that emerges has elements of romance , tragedy and even silent-movie comedy .",positive,1
Parker can not sustain the buoyant energy level of the film 's city beginnings into its country conclusion ',negative,1
Maid in Manhattan proves that it 's easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies .,negative,1
"Disappointingly , the characters are too strange and dysfunctional , Tom included , to ever get under the skin , but this is compensated in large part by the off-the-wall dialogue , visual playfulness and the outlandishness of the idea itself .",neutral,1
Viveka Seldahl and Sven Wollter will touch you to the core in a film you will never forget -- that you should never forget .,positive,1
"Frida is certainly no disaster , but neither is it the Kahlo movie Frida fans have been looking for .",neutral,1
"Sweet gentle Jesus , did the screenwriters just do a cut-and-paste of every bad action-movie line in history ?",negative,1
Is it a comedy ?,negative,1
"This English-language version ... does full honor to Miyazaki 's teeming and often unsettling landscape , and to the conflicted complexity of his characters .",neutral,1
"Helmer Hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",negative,1
"Hardly a nuanced portrait of a young woman 's breakdown , the film nevertheless works up a few scares .",neutral,1
"Offers big , fat , dumb laughs that may make you hate yourself for giving in .",negative,1
"I 've yet to find an actual Vietnam War combat movie actually produced by either the North or South Vietnamese , but at least now we 've got something pretty damn close .",positive,1
Films are made of little moments .,neutral,1
"If this silly little cartoon can inspire a few kids not to grow up to be greedy bastards , more power to it .",neutral,1
"It arrives with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications .",neutral,1
"Even in terms of the low-grade cheese standards on which it operates , it never quite makes the grade as tawdry trash .",negative,1
A forceful drama of an alienated executive who re-invents himself .,positive,1
Adam Sandler 's 8 Crazy Nights is 75 wasted minutes of Sandler as the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movie .,negative,1
"It has a dashing and resourceful hero ; a lisping , reptilian villain ; big fights ; big hair ; lavish period scenery ; and a story just complicated enough to let you bask in your own cleverness as you figure it out .",positive,1
"Although Olivier Assayas ' elegantly appointed period drama seems , at times , padded with incident in the way of a too-conscientious adaptation ... its three-hour running time plays closer to two .",positive,1
Did it move me to care about what happened in 1915 Armenia ?,neutral,1
The Bard as black comedy -- Willie would have loved it .,positive,1
Exudes the fizz of a Busby Berkeley musical and the visceral excitement of a sports extravaganza .,positive,1
"The characters seem one-dimensional , and the film is superficial and will probably be of interest primarily to its target audience .",negative,1
The acting is n't much better .,negative,1
The respective charms of Sandra Bullock and Hugh Grant have worn threadbare .,neutral,1
A seriously bad film with seriously warped logic by writer-director Kurt Wimmer at the screenplay level .,negative,1
A reality-snubbing hodgepodge .,negative,1
About the best thing you could say about Narc is that it 's a rock-solid little genre picture .,positive,1
Simultaneously heartbreakingly beautiful and exquisitely sad .,neutral,1
"As violent , profane and exploitative as the most offensive action flick you 've ever seen .",negative,1
I wish Windtalkers had had more faith in the dramatic potential of this true story .,neutral,1
"Plays like one long , meandering sketch inspired by the works of John Waters and Todd Solondz , rather than a fully developed story .",negative,1
"But first , you have to give the audience a reason to want to put for that effort",negative,1
Imagine Susan Sontag falling in love with Howard Stern .,negative,1
"It 's not the worst comedy of the year , but it certainly wo n't win any honors .",neutral,1
The movie does n't add anything fresh to the myth .,negative,1
... passable enough for a shoot-out in the o.k. court house of life type of flick .,neutral,1
"The result is more depressing than liberating , but it 's never boring .",neutral,1
Some Body smacks of exhibitionism more than it does cathartic truth telling .,negative,1
"And Lee seems just as expectant of an adoring , wide-smiling reception .",positive,1
"While Holm is terrific as both men and Hjejle quite appealing , the film fails to make the most out of the intriguing premise .",neutral,1
"You can see where Big Bad Love is trying to go , but it never quite gets there .",neutral,1
"The biggest problem I have ( other than the very sluggish pace ) is we never really see her Esther blossom as an actress , even though her talent is supposed to be growing .",negative,1
"Mana gives us compelling , damaged characters who we want to help -- or hurt .",neutral,1
Robin Williams has thankfully ditched the saccharine sentimentality of Bicentennial Man in favour of an altogether darker side .,positive,1
Has all the right elements but completely fails to gel together .,neutral,1
Hilarious musical comedy though stymied by accents thick as mud .,neutral,1
"Even though many of these guys are less than adorable ( their lamentations are pretty much self-centered ) , there 's something vital about the movie .",positive,1
"It 's about as convincing as any other Arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic .",negative,1
"The wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained , but its overall impact falls a little flat with a storyline that never quite delivers the original magic .",neutral,1
"The story is -- forgive me -- a little thin , and the filmmaking clumsy and rushed .",negative,1
"The movie is n't horrible , but you can see mediocre cresting on the next wave .",neutral,1
All mood and no movie .,negative,1
A creaky staircase gothic .,neutral,1
"It 's about individual moments of mood , and an aimlessness that 's actually sort of amazing .",positive,1
cynical and serious look at teenage boys doing what they do best - being teenagers .,neutral,1
You 'll trudge out of the theater feeling as though you rode the Zipper after eating a corn dog and an extra-large cotton candy .,negative,1
"Best of all is Garcia , who perfectly portrays the desperation of a very insecure man .",positive,1
The difference is that I truly enjoyed most of Mostly Martha while I ne,positive,1
"Is anyone else out there getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic Hong Kong action aesthetic ?",negative,1
"Everything about Girls Ca n't Swim , even its passages of sensitive observation , feels secondhand , familiar -- and not in a good way .",negative,1
